일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-07-09,김해시(253),X,32.6,31.6,27.8,24.3,79.6,O,경고,X,높음
2022-07-09,순창군(254),X,31.1,30.4,25.5,22.1,83.8,O,주의,X,높음
2022-07-09,양산시(257),O,34.4,34.4,28.4,24.2,76.1,O,경고,X,높음
2022-07-09,강진군(259),O,33,33,27.8,23.8,73.4,O,주의,X,매우높음
2022-07-09,장흥(260),X,32.5,32.3,27.2,22.5,75.9,O,주의,X,매우높음
2022-07-09,해남(261),X,32.7,32.2,27,23.2,78.1,O,주의,X,매우높음
2022-07-09,고흥(262),X,31.8,31.5,26.5,22.1,76,O,주의,X,매우높음
2022-07-09,의령군(263),O,34.5,34.9,28,21.8,72.4,O,경고,X,높음
2022-07-09,함양군(264),X,32.8,32.9,26.9,20.2,72.8,O,경고,X,높음
2022-07-09,진도군ASOS(268),X,31,30.3,25.7,21.2,81.8,O,주의,X,매우높음
2022-07-09,봉화(271),X,31,30.3,24.9,20.3,82.1,O,주의,X,높음
2022-07-09,영주(272),X,31.8,31.1,27.1,24.5,75,O,경고,X,높음
2022-07-09,문경(273),X,31.7,30.9,27.3,24,74.3,O,경고,X,높음
2022-07-09,청송군(276),O,33.1,34.9,26.8,20.8,66.5,O,주의,X,높음
2022-07-09,영덕(277),O,33.3,33.8,26.6,22.9,75,O,주의,X,매우높음
2022-07-09,의성(278),O,33.3,33.6,27.9,22.6,72.8,O,경고,X,높음
2022-07-09,구미(279),X,32.4,32.5,28.4,24.3,64,O,경고,X,높음
2022-07-09,영천(281),X,32.4,32.3,26.7,22.3,74.8,O,경고,X,높음
2022-07-09,경주시(283),O,33.7,33.3,27.2,23.1,79.9,O,경고,X,높음
2022-07-09,거창(284),O,33.1,33.3,26.4,19.1,76.3,O,주의,X,높음
2022-07-09,합천(285),O,33.8,34.6,28.2,20.5,67.1,O,경고,X,높음
2022-07-09,밀양(288),O,33.3,34.1,28.6,23.7,68.6,O,경고,X,높음
2022-07-09,산청(289),O,33.6,33.6,27.5,21,74.6,O,주의,X,높음
2022-07-09,거제(294),X,31.6,30.7,26.6,22.9,78.3,O,주의,X,매우높음
2022-07-09,남해(295),X,32.5,32.3,27,22.7,73.6,O,주의,X,매우높음
2022-07-09,부천(433),X,30.7,30.1,25.6,22.7,76,O,주의,X,매우높음
2022-07-09,안양(434),X,28.5,30.3,26.5,23.7,,O,주의,X,높음
2022-07-09,광명(437),X,31.7,31.1,27.1,23.9,75,O,주의,X,높음
2022-07-09,군포(438),X,31.1,30.8,26.4,23.2,73,O,주의,X,높음
2022-07-09,김포(441),X,,30.9,25.7,22.5,,O,주의,X,높음
2022-07-09,하남(444),X,31.7,31.1,26,23.2,79,O,주의,X,높음
2022-07-09,의왕(445),X,,,,,,O,주의,X,높음
2022-07-09,포천(504),X,32.5,31.5,26.4,22.9,83,O,주의,X,높음
2022-07-09,가평조종(505),X,32.3,31.1,26.3,23,86,O,주의,X,높음
2022-07-09,안성(516),X,31.4,30,25.7,22.8,87,O,주의,X,높음
2022-07-09,간성(517),X,31.1,28.4,25.4,23.7,96,O,주의,X,높음
2022-07-09,평창(526),X,31.1,31.2,26.2,22.8,75,O,주의,X,높음
2022-07-09,의정부(532),X,32.8,30.7,26.4,23.2,91,O,주의,X,높음
2022-07-09,횡성(536),X,32.8,30.9,25.8,23.4,93,O,주의,X,높음
2022-07-09,고양(540),O,33.8,32.9,26.1,23.1,83,O,주의,X,높음
2022-07-09,남양주(541),O,33,32.5,26.7,23.3,80,O,주의,X,높음
2022-07-09,안산(545),X,31.2,30.3,25.1,21.9,85,O,주의,X,매우높음
2022-07-09,경기광주(546),X,31.4,30.9,25.7,23.4,82,O,주의,X,높음
2022-07-09,여주(548),X,31.4,30.2,26,23.5,82,O,주의,X,높음
2022-07-09,용인(549),X,30.3,30,25.7,23.2,77,O,주의,X,높음
2022-07-09,오산(550),X,30.8,30.4,26,23,72,O,주의,X,높음
2022-07-09,평택(551),X,31.6,31.1,26.4,23.2,84,O,주의,X,높음
2022-07-09,화천(555),O,34,32.8,26.5,22.1,91,O,주의,X,높음
2022-07-09,양구(556),X,31.9,31.3,26.5,22.9,81,O,주의,X,보통
2022-07-09,시흥(565),X,31.9,30.9,25.9,23.2,84,O,주의,X,매우높음
2022-07-09,구리(569),X,32.6,32.4,27.3,24,73,O,주의,X,높음
2022-07-09,화성(571),X,31.8,31,25.9,22.4,83,O,주의,X,매우높음
2022-07-09,성남(572),X,31.7,31.2,26.6,23.5,78,O,주의,X,높음
2022-07-09,과천(590),X,31.7,30.8,26.3,23.9,83,O,주의,X,높음
2022-07-09,양주(598),X,32.3,31.3,26.3,22.9,84,O,주의,X,높음
2022-07-09,단양(601),X,32.1,31.4,26.8,24.3,81,O,주의,X,높음
2022-07-09,진천(602),X,32.2,31.4,26.8,24.4,78,O,주의,X,높음
2022-07-09,괴산(603),X,31.2,29.9,25.5,23.2,85,O,주의,X,높음
2022-07-09,옥천(604),X,30.9,30,26.1,23.7,78,O,경고,X,높음
2022-07-09,홍북(608),O,33,32.4,25.6,20.8,83,O,경고,X,높음
2022-07-09,공주(612),X,31.3,30.4,26.2,22.5,80,O,경고,X,높음
2022-07-09,서천(614),X,30.8,28.9,25.5,22.5,85,O,경고,X,높음
2022-07-09,논산(615),X,32.4,31.7,26.5,22.9,78,O,경고,X,높음
2022-07-09,당진(616),X,31.8,31.3,26.5,22.7,81,O,주의,X,매우높음
2022-07-09,청양(618),X,32.1,30.7,25.9,21.1,83,O,경고,X,높음
2022-07-09,음성(619),X,31,29.5,24.5,22.3,86,O,경고,X,높음
2022-07-09,증평(623),X,31,29.3,25.7,23.5,88,O,주의,X,높음
2022-07-09,태안(627),O,33.3,32.6,26.5,22.3,83,O,주의,X,매우높음
2022-07-09,예산(628),X,32.5,31.4,26.6,23.1,81,O,경고,X,높음
2022-07-09,아산(634),X,31.4,31.5,26.5,23.3,78,O,경고,X,높음
2022-07-09,계룡(636),X,29.7,28.6,24.3,19.8,79,O,주의,X,높음
2022-07-09,연천청산(652),X,,,,,,O,주의,X,높음
2022-07-09,양양(670),X,29.8,28.5,25.8,24,82,O,주의,X,높음
2022-07-09,무안(699),X,31.8,31,26.7,23.5,80,O,주의,X,매우높음
2022-07-09,무주(701),X,30.2,29.1,24.7,20.9,82,O,주의,X,높음
2022-07-09,익산(702),X,31.5,29.4,26.1,23.2,86,O,주의,X,높음
2022-07-09,진안(703),X,29,27.7,24,20.7,84,O,주의,X,높음
2022-07-09,담양(706),X,32.8,31.7,26.6,22.5,87,O,경고,X,높음
2022-07-09,구례(709),X,32.2,31,26.9,22.4,82,O,경고,X,매우높음
2022-07-09,나주(710),X,32.5,31.6,26.9,22.5,80,O,경고,X,매우높음
2022-07-09,순천시(712),O,33.9,34,28.5,22.6,71,O,경고,X,매우높음
2022-07-09,광양읍(713),O,33.7,33.9,28,22,70,O,주의,X,매우높음
2022-07-09,장성(730),X,32,31.5,26.2,22.2,80,O,주의,X,높음
2022-07-09,영암(731),X,32.3,31.9,26.7,22.9,82,O,주의,X,매우높음
2022-07-09,보성(732),X,32.9,32.6,27.1,22.1,76,O,경고,X,매우높음
2022-07-09,완주(734),X,31,29.9,25.3,21.3,86,O,경고,X,높음
2022-07-09,김제(737),X,29.7,29.7,26,22.8,72,O,주의,X,높음
2022-07-09,화순(741),X,31.9,31.6,26.5,22.9,75,O,경고,X,매우높음
2022-07-09,함평(754),X,32.1,31.6,27.1,22.7,78,O,주의,X,매우높음
2022-07-09,곡성(768),X,32.5,31.7,26.1,22,79,O,경고,X,매우높음
2022-07-09,압해도(789),X,32.6,31.9,26.6,23,79,O,주의,X,매우높음
2022-07-09,영양(801),O,33.2,33.7,26.6,20.8,77,O,주의,X,높음
2022-07-09,성주(810),X,32.9,34,28.1,21.6,65,O,경고,X,높음
2022-07-09,고령(812),O,33.9,34.6,27.9,21.7,72,O,경고,X,높음
2022-07-09,청도(813),O,33.8,34,28.4,22.6,73,O,경고,X,높음
2022-07-09,예천(815),X,32.8,32.9,28.2,24.2,72,O,경고,X,높음
2022-07-09,김천(822),X,32.8,32.6,26.3,20.3,78,O,경고,X,높음
2022-07-09,군위(823),O,34,33.5,27.8,22.6,78,O,경고,X,높음
2022-07-09,칠곡(825),O,33.2,33.2,28.2,23,75,O,경고,X,높음
2022-07-09,경산(827),O,33.3,33.9,28.2,23.3,67,O,경고,X,높음
2022-07-09,삼척(876),X,30.8,30.2,26.2,23.4,79,O,경고,X,높음
2022-07-09,속초(90),X,31.4,29.4,25.9,24.2,85.5,O,주의,X,높음
2022-07-09,삼천포(907),O,33.2,32.2,26.7,22.2,79,O,경고,X,높음
2022-07-09,고성(918),O,33.2,32.9,26.7,21.7,82,O,주의,X,높음
2022-07-09,창녕(919),O,34.4,34.6,28.8,23.3,74,O,경고,X,높음
2022-07-09,함안(920),O,33.9,33.6,27.4,22.8,80,O,주의,X,높음
2022-07-09,북춘천(93),O,33.1,32,27.2,23.9,85.8,O,주의,X,보통
2022-07-09,하동(932),O,33.8,33.4,27.5,21.7,77,O,경고,X,높음
2022-07-09,철원(95),X,31.7,30.5,26.3,22.8,85.8,O,주의,X,높음
2022-07-09,동두천(98),X,32.9,31.6,26.2,22.8,87.5,O,주의,X,높음
2022-07-09,파주(99),X,32.6,31,26,23.1,88.9,O,주의,X,높음
2022-07-10,북강릉(104),X,27.4,24.8,23.4,22.5,94.1,O,주의,X,보통
2022-07-10,동해(106),X,29.1,26,23.2,22.2,98.1,O,주의,X,높음
2022-07-10,서울(108),O,34.6,35.1,29.2,24.6,68,O,주의,X,매우높음
2022-07-10,인천(112),X,31.5,31,26.7,23.7,75.1,O,주의,X,매우높음
2022-07-10,원주(114),O,33.4,33.7,28,23,71.3,O,주의,X,매우높음
2022-07-10,울릉도(115),X,30.6,28.5,24.8,22.7,92.4,X, ,X,매우높음
2022-07-10,수원(119),O,34.6,34.8,28.3,23.2,71.5,O,주의,X,매우높음
2022-07-10,영월(121),O,34.9,34.8,26.8,23.3,79.9,O,주의,X,매우높음
2022-07-10,충주(127),O,34,33.8,27,22.7,82.3,O,경고,X,매우높음
2022-07-10,서산(129),O,33.7,34.1,27.6,22.7,75.1,O,주의,X,매우높음
2022-07-10,울진(130),X,28.3,26,24.3,23.2,89.8,O,주의,X,높음
2022-07-10,청주(131),O,33.2,35,29.4,24.6,62.9,O,경고,X,높음
2022-07-10,대전(133),O,34.5,35.1,28.7,24,71.6,O,경고,X,매우높음
2022-07-10,추풍령(135),O,33.5,33.7,26.9,21.7,75.6,O,경고,X,매우높음
2022-07-10,안동(136),O,34.2,35.1,27.7,24.2,70.4,O,경고,X,높음
2022-07-10,상주(137),O,35.4,35.8,28.4,23.2,76.4,O,경고,X,매우높음
2022-07-10,포항(138),X,29.7,27.4,24.7,23,92.4,O,경고,X,높음
2022-07-10,군산(140),O,33.2,32,27.1,23.1,81.8,O,주의,X,매우높음
2022-07-10,대구(143),O,33.8,33.4,28.1,24.1,76.5,O,경고,X,매우높음
2022-07-10,전주(146),O,34.3,34.2,28.1,24.3,76.4,O,경고,X,매우높음
2022-07-10,울산(152),X,30.9,29.2,25.7,23.6,83.9,O,주의,X,높음
2022-07-10,창원(155),X,31.3,30.4,26.3,24.1,77.6,O,경고,X,매우높음
2022-07-10,광주(156),O,34.8,33.9,28.2,24.3,85.5,O,경고,X,매우높음
2022-07-10,부산(159),X,31.5,29.6,26.4,24.7,85.6,O,주의,X,높음
2022-07-10,통영(162),X,32.5,31.4,26.8,24,81.1,O,주의,X,매우높음
2022-07-10,목포(165),O,33.4,33.5,27.9,24.1,77.8,O,주의,X,매우높음
2022-07-10,여수(168),X,31.5,29.9,26.8,24.9,80.5,O,주의,X,매우높음
2022-07-10,흑산도(169),X,30.3,29.5,25.6,22.3,84.5,O,주의,X,매우높음
2022-07-10,완도(170),O,33,32.4,27.3,23.6,80.5,O,주의,X,매우높음
2022-07-10,고창(172),O,33.9,34.1,27.8,22.7,76.3,O,주의,X,매우높음
2022-07-10,제주(184),O,33.9,32.5,28.6,25.6,79.6,O,경고,O,매우높음
2022-07-10,진주(192),O,33.4,32.7,27.3,22.6,78.3,O,주의,X,매우높음
2022-07-10,양평(202),X,32.9,33,28.2,23.3,75.1,O,경고,X,매우높음
2022-07-10,이천(203),O,34.1,33.8,28.4,22.8,78.3,O,경고,X,매우높음
2022-07-10,인제(211),O,33.5,33.4,27.2,22.7,75.1,O,주의,X,높음
2022-07-10,홍천(212),O,33.8,33.9,27.9,22.6,75.1,O,경고,X,매우높음
2022-07-10,태백(216),X,28.8,27.3,22.5,20.5,88.6,X, ,X,매우높음
2022-07-10,정선군(217),O,33,33.9,27.1,23.3,73.4,O,주의,X,높음
2022-07-10,제천(221),O,33.3,32.9,26.3,21.7,82.8,O,경고,X,매우높음
2022-07-10,보은(226),O,33.2,33.6,27.2,21.9,77.8,O,경고,X,높음
2022-07-10,천안(232),O,33.2,33.2,27.2,21.4,81.5,O,경고,X,매우높음
2022-07-10,보령(235),X,32.2,31.6,26.4,22.6,80,O,주의,X,높음
2022-07-10,부여(236),O,33.6,33.4,27.5,22.9,80.8,O,경고,X,매우높음
2022-07-10,금산(238),X,32.9,33.3,27.3,21.7,77.6,O,주의,X,매우높음
2022-07-10,세종(239),O,33.9,33.9,27.5,22.9,78.3,O,경고,X,매우높음
2022-07-10,부안(243),O,33.6,33.2,27.3,22.9,78.9,O,주의,X,매우높음
2022-07-10,임실(244),X,32.3,32,26.6,22,78.8,O,주의,X,매우높음
2022-07-10,정읍(245),O,33.5,33.7,27.6,22.3,74.5,O,주의,X,매우높음
2022-07-10,남원(247),O,33.2,33.3,27.5,21.7,73.6,O,주의,X,매우높음
2022-07-10,장수(248),X,31.9,31.4,25.8,19.4,78.8,O,주의,X,매우높음
2022-07-10,영광군(252),O,33.2,33.2,27.5,22.1,77.9,O,주의,X,매우높음
2022-07-10,김해시(253),X,32.4,30.9,27,24.6,79.5,O,경고,X,매우높음
2022-07-10,순창군(254),O,34.2,34.3,27.5,22.5,79.3,O,주의,X,매우높음
2022-07-10,양산시(257),O,33.5,32.9,27.5,24.5,77.5,O,경고,X,높음
2022-07-10,강진군(259),O,34.1,33.5,28,23.2,79.8,O,주의,O,매우높음
2022-07-10,장흥(260),X,32.7,31.5,27,22.6,84.4,O,주의,X,매우높음
2022-07-10,해남(261),O,34.1,33.3,27.6,22.8,81.1,O,주의,X,매우높음
2022-07-10,고흥(262),X,31.8,30.7,26.6,22.1,83.1,O,주의,X,매우높음
2022-07-10,의령군(263),O,34.4,34.2,27.9,22.9,75.1,O,경고,X,매우높음
2022-07-10,함양군(264),O,33.6,33.8,27.5,21.3,72.4,O,경고,X,매우높음
2022-07-10,진도군ASOS(268),O,33,32.7,27.1,22,79.8,O,주의,X,매우높음
2022-07-10,봉화(271),X,31.5,31.7,25,22,81.5,O,주의,X,높음
2022-07-10,영주(272),O,33.5,33.9,26.8,22.2,79.4,O,경고,X,높음
2022-07-10,문경(273),O,34,34.5,27.8,22.7,78.8,O,경고,X,매우높음
2022-07-10,청송군(276),X,32.6,33.2,26.8,22.6,68.5,O,주의,X,높음
2022-07-10,영덕(277),X,30.9,30.1,24.6,22.2,85.9,O,주의,X,높음
2022-07-10,의성(278),O,34.6,35.8,28.2,22.7,72.1,O,경고,X,높음
2022-07-10,구미(279),O,34.1,35.2,28.9,23.7,67.1,O,경고,X,매우높음
2022-07-10,영천(281),X,31.1,30.1,25.8,22.3,80.5,O,경고,X,높음
2022-07-10,경주시(283),X,31.5,30.2,26.3,23.2,81.1,O,경고,X,높음
2022-07-10,거창(284),O,33.5,33.8,27.3,21.4,75.4,O,주의,X,매우높음
2022-07-10,합천(285),O,34.1,35,28.3,22.7,70.8,O,경고,X,매우높음
2022-07-10,밀양(288),O,33.7,34,28.4,24.3,69.8,O,경고,X,매우높음
2022-07-10,산청(289),O,34.2,33.5,27.3,22.5,80,O,주의,X,매우높음
2022-07-10,거제(294),X,31.1,30,26.1,23.4,81.1,O,주의,X,매우높음
2022-07-10,남해(295),X,31.8,30.6,26.5,23.6,80.5,O,주의,X,매우높음
2022-07-10,부천(433),O,33.1,34.1,27.5,22.6,65,O,주의,X,매우높음
2022-07-10,안양(434),X,27.8,34.8,28.3,24.2,,O,주의,X,매우높음
2022-07-10,광명(437),O,34.3,35.5,29.3,24.4,63,O,주의,X,매우높음
2022-07-10,군포(438),O,33.7,35.1,28.2,23.2,65,O,주의,X,매우높음
2022-07-10,김포(441),X,,34.5,27.4,22.6,,O,주의,X,매우높음
2022-07-10,하남(444),O,33.7,34.1,27.5,22.5,74,O,주의,X,매우높음
2022-07-10,의왕(445),X,,,,,,O,주의,X,매우높음
2022-07-10,포천(504),O,34.1,34.1,28.4,22.7,73,O,주의,X,매우높음
2022-07-10,가평조종(505),O,34,33.7,27.7,23.1,83,O,주의,X,매우높음
2022-07-10,안성(516),O,34,34.4,27.7,21.9,76,O,경고,X,매우높음
2022-07-10,간성(517),X,29,26.1,23.7,22.4,96,O,주의,X,보통
2022-07-10,평창(526),X,32.9,34.2,27.4,23.2,71,O,주의,X,매우높음
2022-07-10,의정부(532),O,34.3,33.7,28.2,23.1,82,O,주의,X,매우높음
2022-07-10,횡성(536),O,34.1,33.7,27.5,22.6,84,O,주의,X,매우높음
2022-07-10,고양(540),O,34.9,34.9,27.7,21.9,74,O,주의,X,매우높음
2022-07-10,남양주(541),O,33.9,34.9,28.9,23.3,69,O,주의,X,매우높음
2022-07-10,안산(545),O,33.9,33.9,26.7,20.5,76,O,주의,X,매우높음
2022-07-10,경기광주(546),O,33,,27.7,,73,O,주의,X,매우높음
2022-07-10,여주(548),O,33.5,32.8,27.4,22.8,79,O,경고,X,매우높음
2022-07-10,용인(549),X,32.4,33.3,27.5,22.1,67,O,경고,X,매우높음
2022-07-10,오산(550),O,33.3,34,27.9,22.4,64,O,주의,X,매우높음
2022-07-10,평택(551),O,34.5,34.7,28,22.8,75,O,주의,X,매우높음
2022-07-10,화천(555),O,35,35,28.2,22.6,83,O,주의,X,매우높음
2022-07-10,양구(556),O,33.5,33.9,27.6,23.2,72,O,주의,X,높음
2022-07-10,시흥(565),O,34.2,34.3,27.8,21.8,74,O,주의,X,매우높음
2022-07-10,구리(569),O,34.1,35.3,28.7,23.6,64,O,주의,X,매우높음
2022-07-10,화성(571),O,34.1,34.4,27.5,23,74,O,주의,X,매우높음
2022-07-10,성남(572),O,33.6,34.2,28.3,23,71,O,주의,X,매우높음
2022-07-10,과천(590),O,34.3,34.3,28,22,73,O,주의,X,매우높음
2022-07-10,양주(598),O,34.2,34.1,27.9,22.3,75,O,주의,X,매우높음
2022-07-10,단양(601),O,34.4,34.6,28.2,24,77,O,경고,X,매우높음
2022-07-10,진천(602),O,35.9,36.3,28.8,22.7,74,O,경고,X,매우높음
2022-07-10,괴산(603),O,34.2,34.2,27.6,22.1,79,O,경고,X,매우높음
2022-07-10,옥천(604),O,35.2,36.1,28.8,22.9,74,O,경고,X,매우높음
2022-07-10,홍북(608),O,33.7,34.2,26.7,21.4,78,O,경고,X,매우높음
2022-07-10,공주(612),O,34.2,34.7,28.2,22.6,76,O,경고,X,매우높음
2022-07-10,서천(614),O,33.5,32.3,26.7,22.4,83,O,경고,X,매우높음
2022-07-10,논산(615),O,34.7,34.8,28.2,24,76,O,경고,X,매우높음
2022-07-10,당진(616),O,34.1,34.4,27.3,22.4,79,O,주의,X,매우높음
2022-07-10,청양(618),O,34.4,34.2,27.2,21.3,80,O,경고,X,매우높음
2022-07-10,음성(619),O,33.1,32.9,26.5,21.1,80,O,경고,X,매우높음
2022-07-10,증평(623),O,34.1,33.3,27.7,22.2,83,O,경고,X,매우높음
2022-07-10,태안(627),O,34.1,33.7,27.4,23,77,O,주의,X,매우높음
2022-07-10,예산(628),O,34.4,34,27.9,22.7,78,O,경고,X,높음
2022-07-10,아산(634),O,35,35,27.9,22.8,76,O,경고,X,매우높음
2022-07-10,계룡(636),O,33.3,33.6,27.3,21.3,73,O,주의,X,매우높음
2022-07-10,연천청산(652),X,,,,,,O,주의,X,매우높음
2022-07-10,양양(670),X,27.4,25.2,23.8,22.7,90,O,주의,X,높음
2022-07-10,무안(699),O,34.2,34.3,28,23.2,78,O,주의,X,매우높음
2022-07-10,무주(701),O,34.1,34.6,27.6,21.5,72,O,주의,X,매우높음
2022-07-10,익산(702),O,34.1,33,27.9,23.1,81,O,주의,X,매우높음
2022-07-10,진안(703),X,31.9,31.6,26.1,20.1,79,O,주의,X,매우높음
2022-07-10,담양(706),O,35.5,34.2,28.2,22.7,85,O,경고,X,매우높음
2022-07-10,구례(709),O,34.5,34.1,27.8,22.7,81,O,경고,X,매우높음
2022-07-10,나주(710),O,34.3,33.6,27.3,22.6,83,O,경고,X,매우높음
2022-07-10,순천시(712),O,33.4,32.2,28.2,24.4,78,O,경고,O,매우높음
2022-07-10,광양읍(713),O,33.9,34,28.3,23.7,73,O,주의,X,매우높음
2022-07-10,장성(730),O,33.7,33.9,27.5,21.9,77,O,주의,X,매우높음
2022-07-10,영암(731),O,33.9,33.2,27.4,22.5,82,O,주의,X,매우높음
2022-07-10,보성(732),O,33.8,32.6,27.1,22.1,83,O,경고,X,매우높음
2022-07-10,완주(734),O,34.1,33.4,27.1,22.4,85,O,경고,X,매우높음
2022-07-10,김제(737),X,32.2,33.8,27.8,23.6,64,O,주의,X,매우높음
2022-07-10,화순(741),O,34,33.9,27.5,21.8,77,O,경고,X,매우높음
2022-07-10,함평(754),O,34.1,33.8,27.7,22,80,O,주의,X,매우높음
2022-07-10,곡성(768),O,34.9,34.7,27.8,22,79,O,경고,X,매우높음
2022-07-10,압해도(789),O,34.1,34.2,27.2,22.6,79,O,주의,X,매우높음
2022-07-10,영양(801),X,32.7,32.7,26.7,23.1,77,O,주의,X,높음
2022-07-10,성주(810),O,34.9,36.6,29.2,23.1,64,O,경고,X,매우높음
2022-07-10,고령(812),O,33.6,33.9,28,22.7,75,O,경고,X,매우높음
2022-07-10,청도(813),O,34.5,34.2,27.9,23.2,75,O,경고,X,매우높음
2022-07-10,예천(815),O,34.6,36.2,28.1,22.4,76,O,경고,X,매우높음
2022-07-10,김천(822),O,35.5,36.4,28.6,21.4,74,O,경고,X,매우높음
2022-07-10,군위(823),O,34.9,35.3,28.1,22.8,76,O,경고,X,높음
2022-07-10,칠곡(825),O,34.9,35.2,28.9,23.6,75,O,경고,X,매우높음
2022-07-10,경산(827),O,33.7,33.6,27.7,23.8,71,O,경고,X,매우높음
2022-07-10,삼척(876),X,28.2,26.1,23.8,22.4,90,O,경고,X,높음
2022-07-10,속초(90),X,28.3,26.1,24,22.6,89.6,O,주의,X,보통
2022-07-10,삼천포(907),X,32.1,30.3,25.9,23.1,84,O,경고,X,매우높음
2022-07-10,고성(918),X,32.6,30.9,26.5,22.8,84,O,주의,X,매우높음
2022-07-10,창녕(919),O,34.8,34.6,28.5,24.1,77,O,경고,X,매우높음
2022-07-10,함안(920),O,33.7,32.8,27.1,23,83,O,주의,X,매우높음
2022-07-10,북춘천(93),O,34.2,34.6,28.2,23.4,78.5,O,주의,X,매우높음
2022-07-10,하동(932),O,33.2,32.5,27.4,23.3,79,O,경고,X,매우높음
2022-07-10,철원(95),O,33.2,32.7,26.8,21.9,81.6,O,주의,X,매우높음
2022-07-10,동두천(98),O,34.4,33.6,27.8,22.7,78.6,O,주의,X,매우높음
2022-07-10,파주(99),O,33.9,33,26.2,21.7,84.5,O,주의,X,매우높음
2022-07-11,북강릉(104),X,29.2,27.2,22.7,20.7,94.6,X, ,X,보통
2022-07-11,동해(106),X,29.6,27,23.2,21.6,98.1,X, ,X,높음
2022-07-11,서울(108),X,31.3,30.6,27,24.7,75,X,주의,X,매우높음
2022-07-11,인천(112),X,30.1,29.2,26.7,24.3,69.9,X,주의,X,높음
2022-07-11,원주(114),X,29.8,28.9,24.7,22,80.8,X,주의,X,보통
2022-07-11,울릉도(115),X,27.5,24.2,23.5,21.6,98,X, ,X,보통
2022-07-11,수원(119),X,31.6,30.6,26.6,22.4,79.9,X,주의,X,높음
2022-07-11,영월(121),X,29.5,28.2,23.8,21.7,87,X,주의,X,보통
2022-07-11,충주(127),X,29.5,27.8,24,21.3,89.1,X,경고,X,보통
2022-07-11,서산(129),X,31.5,30.3,25.1,22.8,85.1,X,주의,X,높음
2022-07-11,울진(130),X,29.4,27.2,23.5,21.6,91.8,X,주의,X,높음
2022-07-11,청주(131),X,29.2,28.3,25.1,23,85.1,X,경고,X,보통
2022-07-11,대전(133),X,30,28.2,25.1,23.1,87.9,X,경고,X,보통
2022-07-11,추풍령(135),X,28.8,26.8,23.6,22.1,91.1,X,경고,X,보통
2022-07-11,안동(136),X,29.1,27.2,24.2,22.7,88.5,X,경고,X,보통
2022-07-11,상주(137),X,29.7,27.5,24.6,22.8,93.1,X,경고,X,보통
2022-07-11,포항(138),X,31.3,30.2,25.7,23.5,86.4,X,경고,X,보통
2022-07-11,군산(140),X,31.5,29.7,26,24.1,90.1,X,주의,X,높음
2022-07-11,대구(143),X,31.2,29.7,26.4,23.9,86.6,X,경고,X,보통
2022-07-11,전주(146),X,31.9,30.9,26.3,24.1,86.6,X,경고,O,높음
2022-07-11,울산(152),X,29.7,27.3,24.9,23.3,92.1,X,주의,X,높음
2022-07-11,창원(155),X,28.8,26.8,24.8,23.6,88.4,X,경고,X,보통
2022-07-11,광주(156),X,32.9,30.9,27.1,23.9,92.5,X,경고,O,높음
2022-07-11,부산(159),X,29,26,24.8,23.5,92.3,X,주의,X,보통
2022-07-11,통영(162),X,30.6,28.3,24.7,23.7,95.3,X,주의,X,보통
2022-07-11,목포(165),X,31.4,30.2,27,24.5,83.5,X,주의,O,높음
2022-07-11,여수(168),X,29.9,27.8,25.5,24.5,88.4,X,주의,X,보통
2022-07-11,흑산도(169),X,31.5,29.2,25.3,22.4,93.3,X,주의,X,높음
2022-07-11,완도(170),X,31.6,30.2,26.6,23.7,85.5,X,주의,X,보통
2022-07-11,고창(172),X,32.2,31.1,27,24.3,82.8,X,주의,X,높음
2022-07-11,제주(184),O,33.1,31.6,27.9,24.9,86.4,O,경고,O,보통
2022-07-11,진주(192),X,30.5,28.3,25.1,23.4,93.6,X,주의,X,보통
2022-07-11,양평(202),X,29.9,28.8,24.8,22.2,81.9,X,경고,X,높음
2022-07-11,이천(203),X,31.3,29.6,24.8,21.1,87.9,X,경고,X,높음
2022-07-11,인제(211),X,29.6,28.2,23.6,20.6,86.1,X,주의,X,보통
2022-07-11,홍천(212),X,30.7,30.1,24.6,21.9,81,X,경고,X,높음
2022-07-11,태백(216),X,27.5,26.4,21.1,18.5,90.4,X, ,X,보통
2022-07-11,정선군(217),X,30.1,29.4,24.1,20.8,83,X,주의,X,보통
2022-07-11,제천(221),X,29.1,26.9,23.3,20.8,91.9,X,경고,X,보통
2022-07-11,보은(226),X,28.5,26.5,23.6,21.9,93.9,X,경고,X,보통
2022-07-11,천안(232),X,29.9,27.6,23.8,21.8,95.6,X,경고,X,보통
2022-07-11,보령(235),X,30.3,28.5,25.4,23.5,89.5,X,주의,X,높음
2022-07-11,부여(236),X,30.5,28.8,25.5,23.5,91,X,경고,X,높음
2022-07-11,금산(238),X,29.9,28.3,25,23,90.9,X,주의,X,높음
2022-07-11,세종(239),X,29.4,27.6,24.5,22.9,89.3,X,경고,X,높음
2022-07-11,부안(243),X,31.1,29.6,26.1,23.8,87.4,X,주의,X,높음
2022-07-11,임실(244),X,30.8,29.6,24.9,22.7,88.6,X,주의,X,높음
